spec	method	path	operation_id	reason
scm	PATCH	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/lots/{lotsUniqID4}/child/serials/{serialsUniqID}	update_shipmentTransactionRequests-shipments-unpackedLines-lots-serials	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/lots/{lotsUniqID4}/child/serials/{serialsUniqID}/child/attributeDFF	getall_shipmentTransactionRequests-shipments-unpackedLines-lots-serials-attributeDFF	child depth 5 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/lots/{lotsUniqID4}/child/serials/{serialsUniqID}/child/attributeDFF	create_shipmentTransactionRequests-shipments-unpackedLines-lots-serials-attributeDFF	child depth 5 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/lots/{lotsUniqID4}/child/serials/{serialsUniqID}/child/errors	getall_shipmentTransactionRequests-shipments-unpackedLines-lots-serials-errors	child depth 5 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/lots/{lotsUniqID4}/child/serials/{serialsUniqID}/child/standardDFF	getall_shipmentTransactionRequests-shipments-unpackedLines-lots-serials-standardDFF	child depth 5 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/lots/{lotsUniqID4}/child/serials/{serialsUniqID}/child/standardDFF	create_shipmentTransactionRequests-shipments-unpackedLines-lots-serials-standardDFF	child depth 5 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/lots/{lotsUniqID4}/child/serials/{serialsUniqID}/child/wshSerialInvDFF	getall_shipmentTransactionRequests-shipments-unpackedLines-lots-serials-wshSerialInvDFF	child depth 5 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/lots/{lotsUniqID4}/child/serials/{serialsUniqID}/child/wshSerialInvDFF	create_shipmentTransactionRequests-shipments-unpackedLines-lots-serials-wshSerialInvDFF	child depth 5 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/lots/{lotsUniqID4}/child/wshLotsInvDFF/{wshLotsInvDFFUniqID}	get_shipmentTransactionRequests-shipments-unpackedLines-lots-wshLotsInvDFF	child depth 4 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/lots/{lotsUniqID4}/child/wshLotsInvDFF/{wshLotsInvDFFUniqID}	update_shipmentTransactionRequests-shipments-unpackedLines-lots-wshLotsInvDFF	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/lots/{lotsUniqID}	get_shipmentTransactionRequests-shipments-unpackedLines-lots	child depth 3 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/lots/{lotsUniqID}	update_shipmentTransactionRequests-shipments-unpackedLines-lots	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/lots/{lotsUniqID}/child/errors	getall_shipmentTransactionRequests-shipments-unpackedLines-lots-errors	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/lots/{lotsUniqID}/child/serials	getall_shipmentTransactionRequests-shipments-unpackedLines-lots-serials	child depth 4 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/lots/{lotsUniqID}/child/serials	create_shipmentTransactionRequests-shipments-unpackedLines-lots-serials	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/lots/{lotsUniqID}/child/wshLotsInvDFF	getall_shipmentTransactionRequests-shipments-unpackedLines-lots-wshLotsInvDFF	child depth 4 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/lots/{lotsUniqID}/child/wshLotsInvDFF	create_shipmentTransactionRequests-shipments-unpackedLines-lots-wshLotsInvDFF	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/notes	getall_shipmentTransactionRequests-shipments-unpackedLines-notes	child depth 3 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/notes	create_shipmentTransactionRequests-shipments-unpackedLines-notes	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/notes/{NoteId}	get_shipmentTransactionRequests-shipments-unpackedLines-notes	child depth 3 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/notes/{NoteId}	update_shipmentTransactionRequests-shipments-unpackedLines-notes	child depth 3 > 2
scm	DELETE	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/notes/{NoteId}/enclosure/NoteTxt	delete_shipmentTransactionRequests-shipments-unpackedLines-notes-NoteTxt	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/notes/{NoteId}/enclosure/NoteTxt	get_shipmentTransactionRequests-shipments-unpackedLines-notes-NoteTxt	child depth 3 > 2
scm	PUT	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/notes/{NoteId}/enclosure/NoteTxt	replace_shipmentTransactionRequests-shipments-unpackedLines-notes-NoteTxt	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/serials	getall_shipmentTransactionRequests-shipments-unpackedLines-serials	child depth 3 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/serials	create_shipmentTransactionRequests-shipments-unpackedLines-serials	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/serials/{serialsUniqID8}/child/attributeDFF/{attributeDFFUniqID}	get_shipmentTransactionRequests-shipments-unpackedLines-serials-attributeDFF	child depth 4 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/serials/{serialsUniqID8}/child/attributeDFF/{attributeDFFUniqID}	update_shipmentTransactionRequests-shipments-unpackedLines-serials-attributeDFF	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/serials/{serialsUniqID8}/child/errors/{errorsUniqID2}	get_shipmentTransactionRequests-shipments-unpackedLines-serials-errors	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/serials/{serialsUniqID8}/child/standardDFF/{standardDFFUniqID}	get_shipmentTransactionRequests-shipments-unpackedLines-serials-standardDFF	child depth 4 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/serials/{serialsUniqID8}/child/standardDFF/{standardDFFUniqID}	update_shipmentTransactionRequests-shipments-unpackedLines-serials-standardDFF	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/serials/{serialsUniqID8}/child/wshSerialInvDFF/{wshSerialInvDFFUniqID}	get_shipmentTransactionRequests-shipments-unpackedLines-serials-wshSerialInvDFF	child depth 4 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/serials/{serialsUniqID8}/child/wshSerialInvDFF/{wshSerialInvDFFUniqID}	update_shipmentTransactionRequests-shipments-unpackedLines-serials-wshSerialInvDFF	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/serials/{serialsUniqID}	get_shipmentTransactionRequests-shipments-unpackedLines-serials	child depth 3 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/serials/{serialsUniqID}	update_shipmentTransactionRequests-shipments-unpackedLines-serials	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/serials/{serialsUniqID}/child/attributeDFF	getall_shipmentTransactionRequests-shipments-unpackedLines-serials-attributeDFF	child depth 4 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/serials/{serialsUniqID}/child/attributeDFF	create_shipmentTransactionRequests-shipments-unpackedLines-serials-attributeDFF	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/serials/{serialsUniqID}/child/errors	getall_shipmentTransactionRequests-shipments-unpackedLines-serials-errors	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/serials/{serialsUniqID}/child/standardDFF	getall_shipmentTransactionRequests-shipments-unpackedLines-serials-standardDFF	child depth 4 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/serials/{serialsUniqID}/child/standardDFF	create_shipmentTransactionRequests-shipments-unpackedLines-serials-standardDFF	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/serials/{serialsUniqID}/child/wshSerialInvDFF	getall_shipmentTransactionRequests-shipments-unpackedLines-serials-wshSerialInvDFF	child depth 4 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/serials/{serialsUniqID}/child/wshSerialInvDFF	create_shipmentTransactionRequests-shipments-unpackedLines-serials-wshSerialInvDFF	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/wshInvStripingDFF	getall_shipmentTransactionRequests-shipments-unpackedLines-wshInvStripingDFF	child depth 3 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/wshInvStripingDFF	create_shipmentTransactionRequests-shipments-unpackedLines-wshInvStripingDFF	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/wshInvStripingDFF/{DeliveryDetailInterfaceId1}	get_shipmentTransactionRequests-shipments-unpackedLines-wshInvStripingDFF	child depth 3 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/shipmentTransactionRequests/{TransactionId}/child/shipments/{DeliveryInterfaceId}/child/unpackedLines/{DeliveryDetailInterfaceId10}/child/wshInvStripingDFF/{DeliveryDetailInterfaceId1}	update_shipmentTransactionRequests-shipments-unpackedLines-wshInvStripingDFF	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/packingUnitCosts/{FreightCostId}/child/shippingCostsDFF	getall_shipments-outerPackingUnits-packingUnitCosts-shippingCostsDFF	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/packingUnitCosts/{FreightCostId}/child/shippingCostsDFF/{FreightCostId6}	get_shipments-outerPackingUnits-packingUnitCosts-shippingCostsDFF	child depth 3 > 2
scm	DELETE	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/attachments/{attachmentsUniqID}	delete_shipments-outerPackingUnits-shipmentLines-attachments	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/attachments/{attachmentsUniqID}	get_shipments-outerPackingUnits-shipmentLines-attachments	child depth 3 > 2
scm	DELETE	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/attachments/{attachmentsUniqID}/enclosure/FileContents	delete_shipments-outerPackingUnits-shipmentLines-attachments-FileContents	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/attachments/{attachmentsUniqID}/enclosure/FileContents	get_shipments-outerPackingUnits-shipmentLines-attachments-FileContents	child depth 3 > 2
scm	PUT	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/attachments/{attachmentsUniqID}/enclosure/FileContents	replace_shipments-outerPackingUnits-shipmentLines-attachments-FileContents	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/attachments/{attachmentsUniqID}/enclosure/FileWebImage	get_shipments-outerPackingUnits-shipmentLines-attachments-FileWebImage	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/inventoryStripingDFF/{DeliveryDetailId}	get_shipments-outerPackingUnits-shipmentLines-inventoryStripingDFF	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/linePackingInstructions/{NoteId}	get_shipments-outerPackingUnits-shipmentLines-linePackingInstructions	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/linePackingInstructions/{NoteId}/enclosure/PackingInstructions	get_shipments-outerPackingUnits-shipmentLines-linePackingInstructions-PackingInstructions	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/lineShippingInstructions/{NoteId}	get_shipments-outerPackingUnits-shipmentLines-lineShippingInstructions	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/lineShippingInstructions/{NoteId}/enclosure/ShippingInstructions	get_shipments-outerPackingUnits-shipmentLines-lineShippingInstructions-ShippingInstructions	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/lotAttributeDFF/{lotAttributeDFFUniqID}	get_shipments-outerPackingUnits-shipmentLines-lotAttributeDFF	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/lotStandardDFF/{lotStandardDFFUniqID}	get_shipments-outerPackingUnits-shipmentLines-lotStandardDFF	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/proratedCosts/{ProratedShippingCostId}	get_shipments-outerPackingUnits-shipmentLines-proratedCosts	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/shipmentLineCosts/{FreightCostId}	get_shipments-outerPackingUnits-shipmentLines-shipmentLineCosts	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/shipmentLineCosts/{FreightCostId}/child/shippingCostsDFF	getall_shipments-outerPackingUnits-shipmentLines-shipmentLineCosts-shippingCostsDFF	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/shipmentLineCosts/{FreightCostId}/child/shippingCostsDFF/{FreightCostId8}	get_shipments-outerPackingUnits-shipmentLines-shipmentLineCosts-shippingCostsDFF	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/shipmentLineSerials/{shipmentLineSerialsUniqID2}/child/attributeDFF/{attributeDFFUniqID}	get_shipments-outerPackingUnits-shipmentLines-shipmentLineSerials-attributeDFF	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/shipmentLineSerials/{shipmentLineSerialsUniqID2}/child/serialNumbers/{serialNumbersUniqID2}/child/attributeDFF/{attributeDFFUniqID}	get_shipments-outerPackingUnits-shipmentLines-shipmentLineSerials-serialNumbers-attributeDFF	child depth 5 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/shipmentLineSerials/{shipmentLineSerialsUniqID2}/child/serialNumbers/{serialNumbersUniqID2}/child/standardDFF/{standardDFFUniqID}	get_shipments-outerPackingUnits-shipmentLines-shipmentLineSerials-serialNumbers-standardDFF	child depth 5 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/shipmentLineSerials/{shipmentLineSerialsUniqID2}/child/serialNumbers/{serialNumbersUniqID}	get_shipments-outerPackingUnits-shipmentLines-shipmentLineSerials-serialNumbers	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/shipmentLineSerials/{shipmentLineSerialsUniqID2}/child/serialNumbers/{serialNumbersUniqID}/child/attributeDFF	getall_shipments-outerPackingUnits-shipmentLines-shipmentLineSerials-serialNumbers-attributeDFF	child depth 5 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/shipmentLineSerials/{shipmentLineSerialsUniqID2}/child/serialNumbers/{serialNumbersUniqID}/child/standardDFF	getall_shipments-outerPackingUnits-shipmentLines-shipmentLineSerials-serialNumbers-standardDFF	child depth 5 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/shipmentLineSerials/{shipmentLineSerialsUniqID2}/child/standardDFF/{standardDFFUniqID}	get_shipments-outerPackingUnits-shipmentLines-shipmentLineSerials-standardDFF	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/shipmentLineSerials/{shipmentLineSerialsUniqID}	get_shipments-outerPackingUnits-shipmentLines-shipmentLineSerials	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/shipmentLineSerials/{shipmentLineSerialsUniqID}/child/attributeDFF	getall_shipments-outerPackingUnits-shipmentLines-shipmentLineSerials-attributeDFF	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/shipmentLineSerials/{shipmentLineSerialsUniqID}/child/serialNumbers	getall_shipments-outerPackingUnits-shipmentLines-shipmentLineSerials-serialNumbers	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/shipmentLineSerials/{shipmentLineSerialsUniqID}/child/standardDFF	getall_shipments-outerPackingUnits-shipmentLines-shipmentLineSerials-standardDFF	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine2}/child/shipmentLinesDFF/{DeliveryDetailId}	get_shipments-outerPackingUnits-shipmentLines-shipmentLinesDFF	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine}/child/attachments	getall_shipments-outerPackingUnits-shipmentLines-attachments	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine}/child/inventoryStripingDFF	getall_shipments-outerPackingUnits-shipmentLines-inventoryStripingDFF	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine}/child/linePackingInstructions	getall_shipments-outerPackingUnits-shipmentLines-linePackingInstructions	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine}/child/lineShippingInstructions	getall_shipments-outerPackingUnits-shipmentLines-lineShippingInstructions	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine}/child/lotAttributeDFF	getall_shipments-outerPackingUnits-shipmentLines-lotAttributeDFF	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine}/child/lotStandardDFF	getall_shipments-outerPackingUnits-shipmentLines-lotStandardDFF	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine}/child/proratedCosts	getall_shipments-outerPackingUnits-shipmentLines-proratedCosts	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine}/child/shipmentLineCosts	getall_shipments-outerPackingUnits-shipmentLines-shipmentLineCosts	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine}/child/shipmentLineSerials	getall_shipments-outerPackingUnits-shipmentLines-shipmentLineSerials	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/outerPackingUnits/{LPNId}/child/shipmentLines/{ShipmentLine}/child/shipmentLinesDFF	getall_shipments-outerPackingUnits-shipmentLines-shipmentLinesDFF	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/shipments/{Shipment}/child/unpackedShipmentLines/{ShipmentLine3}/child/shipmentLineCosts/{FreightCostId11}/child/shippingCostsDFF/{FreightCostId1}	get_shipments-unpackedShipmentLines-shipmentLineCosts-shippingCostsDFF	child depth 3 > 2
