spec	method	path	operation_id	reason
scm	PATCH	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/componentItems/{PriceListComponentItemId}/child/ratePlans/{RatePlanId}/child/ratePlanCharges/{RatePlanChargeId}/child/pricingTiers/{TierHeaderId2}/child/headerDFF/{TieredPricingHeaderId}	update_priceLists-items-componentItems-ratePlans-ratePlanCharges-pricingTiers-headerDFF	child depth 6 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/componentItems/{PriceListComponentItemId}/child/ratePlans/{RatePlanId}/child/ratePlanCharges/{RatePlanChargeId}/child/pricingTiers/{TierHeaderId2}/child/lines/{TierLineId2}/child/linesDFF/{TieredPricingLineId}	get_priceLists-items-componentItems-ratePlans-ratePlanCharges-pricingTiers-lines-linesDFF	child depth 7 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/componentItems/{PriceListComponentItemId}/child/ratePlans/{RatePlanId}/child/ratePlanCharges/{RatePlanChargeId}/child/pricingTiers/{TierHeaderId2}/child/lines/{TierLineId2}/child/linesDFF/{TieredPricingLineId}	update_priceLists-items-componentItems-ratePlans-ratePlanCharges-pricingTiers-lines-linesDFF	child depth 7 > 2
scm	DELETE	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/componentItems/{PriceListComponentItemId}/child/ratePlans/{RatePlanId}/child/ratePlanCharges/{RatePlanChargeId}/child/pricingTiers/{TierHeaderId2}/child/lines/{TierLineId}	delete_priceLists-items-componentItems-ratePlans-ratePlanCharges-pricingTiers-lines	child depth 6 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/componentItems/{PriceListComponentItemId}/child/ratePlans/{RatePlanId}/child/ratePlanCharges/{RatePlanChargeId}/child/pricingTiers/{TierHeaderId2}/child/lines/{TierLineId}	get_priceLists-items-componentItems-ratePlans-ratePlanCharges-pricingTiers-lines	child depth 6 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/componentItems/{PriceListComponentItemId}/child/ratePlans/{RatePlanId}/child/ratePlanCharges/{RatePlanChargeId}/child/pricingTiers/{TierHeaderId2}/child/lines/{TierLineId}	update_priceLists-items-componentItems-ratePlans-ratePlanCharges-pricingTiers-lines	child depth 6 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/componentItems/{PriceListComponentItemId}/child/ratePlans/{RatePlanId}/child/ratePlanCharges/{RatePlanChargeId}/child/pricingTiers/{TierHeaderId2}/child/lines/{TierLineId}/child/linesDFF	getall_priceLists-items-componentItems-ratePlans-ratePlanCharges-pricingTiers-lines-linesDFF	child depth 7 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/componentItems/{PriceListComponentItemId}/child/ratePlans/{RatePlanId}/child/ratePlanCharges/{RatePlanChargeId}/child/pricingTiers/{TierHeaderId2}/child/lines/{TierLineId}/child/linesDFF	create_priceLists-items-componentItems-ratePlans-ratePlanCharges-pricingTiers-lines-linesDFF	child depth 7 > 2
scm	DELETE	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/componentItems/{PriceListComponentItemId}/child/ratePlans/{RatePlanId}/child/ratePlanCharges/{RatePlanChargeId}/child/pricingTiers/{TierHeaderId}	delete_priceLists-items-componentItems-ratePlans-ratePlanCharges-pricingTiers	child depth 5 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/componentItems/{PriceListComponentItemId}/child/ratePlans/{RatePlanId}/child/ratePlanCharges/{RatePlanChargeId}/child/pricingTiers/{TierHeaderId}	get_priceLists-items-componentItems-ratePlans-ratePlanCharges-pricingTiers	child depth 5 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/componentItems/{PriceListComponentItemId}/child/ratePlans/{RatePlanId}/child/ratePlanCharges/{RatePlanChargeId}/child/pricingTiers/{TierHeaderId}	update_priceLists-items-componentItems-ratePlans-ratePlanCharges-pricingTiers	child depth 5 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/componentItems/{PriceListComponentItemId}/child/ratePlans/{RatePlanId}/child/ratePlanCharges/{RatePlanChargeId}/child/pricingTiers/{TierHeaderId}/child/headerDFF	getall_priceLists-items-componentItems-ratePlans-ratePlanCharges-pricingTiers-headerDFF	child depth 6 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/componentItems/{PriceListComponentItemId}/child/ratePlans/{RatePlanId}/child/ratePlanCharges/{RatePlanChargeId}/child/pricingTiers/{TierHeaderId}/child/headerDFF	create_priceLists-items-componentItems-ratePlans-ratePlanCharges-pricingTiers-headerDFF	child depth 6 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/componentItems/{PriceListComponentItemId}/child/ratePlans/{RatePlanId}/child/ratePlanCharges/{RatePlanChargeId}/child/pricingTiers/{TierHeaderId}/child/lines	getall_priceLists-items-componentItems-ratePlans-ratePlanCharges-pricingTiers-lines	child depth 6 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/componentItems/{PriceListComponentItemId}/child/ratePlans/{RatePlanId}/child/ratePlanCharges/{RatePlanChargeId}/child/pricingTiers/{TierHeaderId}/child/lines	create_priceLists-items-componentItems-ratePlans-ratePlanCharges-pricingTiers-lines	child depth 6 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/coveredItems/{PriceListCoveredItemId}/child/coveredCharges	getall_priceLists-items-coveredItems-coveredCharges	child depth 3 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/coveredItems/{PriceListCoveredItemId}/child/coveredCharges	create_priceLists-items-coveredItems-coveredCharges	child depth 3 > 2
scm	DELETE	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/coveredItems/{PriceListCoveredItemId}/child/coveredCharges/{PriceListChargeId}	delete_priceLists-items-coveredItems-coveredCharges	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/coveredItems/{PriceListCoveredItemId}/child/coveredCharges/{PriceListChargeId}	get_priceLists-items-coveredItems-coveredCharges	child depth 3 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/coveredItems/{PriceListCoveredItemId}/child/coveredCharges/{PriceListChargeId}	update_priceLists-items-coveredItems-coveredCharges	child depth 3 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/coveredItems/{PriceListCoveredItemId}/child/coveredCharges/{PriceListChargeId}/action/validateDateOverlap	do_validateDateOverlap_priceLists-items-coveredItems-coveredCharges	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/coveredItems/{PriceListCoveredItemId}/child/coveredCharges/{PriceListChargeId}/child/chargesDFF	getall_priceLists-items-coveredItems-coveredCharges-chargesDFF	child depth 4 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/coveredItems/{PriceListCoveredItemId}/child/coveredCharges/{PriceListChargeId}/child/chargesDFF	create_priceLists-items-coveredItems-coveredCharges-chargesDFF	child depth 4 > 2
scm	DELETE	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/coveredItems/{PriceListCoveredItemId}/child/coveredCharges/{PriceListChargeId}/child/chargesDFF/{PriceListChargeId7}	delete_priceLists-items-coveredItems-coveredCharges-chargesDFF	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/coveredItems/{PriceListCoveredItemId}/child/coveredCharges/{PriceListChargeId}/child/chargesDFF/{PriceListChargeId7}	get_priceLists-items-coveredItems-coveredCharges-chargesDFF	child depth 4 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/coveredItems/{PriceListCoveredItemId}/child/coveredCharges/{PriceListChargeId}/child/chargesDFF/{PriceListChargeId7}	update_priceLists-items-coveredItems-coveredCharges-chargesDFF	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/basePriceMatrixes/{basePriceMatrixesUniqID2}/child/dimensions/{MatrixDimensionId}	get_priceLists-items-ratePlans-ratePlanCharges-basePriceMatrixes-dimensions	child depth 5 > 2
scm	DELETE	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/basePriceMatrixes/{basePriceMatrixesUniqID2}/child/rules/{MatrixRuleId}	delete_priceLists-items-ratePlans-ratePlanCharges-basePriceMatrixes-rules	child depth 5 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/basePriceMatrixes/{basePriceMatrixesUniqID2}/child/rules/{MatrixRuleId}	get_priceLists-items-ratePlans-ratePlanCharges-basePriceMatrixes-rules	child depth 5 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/basePriceMatrixes/{basePriceMatrixesUniqID2}/child/rules/{MatrixRuleId}	update_priceLists-items-ratePlans-ratePlanCharges-basePriceMatrixes-rules	child depth 5 > 2
scm	DELETE	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/basePriceMatrixes/{basePriceMatrixesUniqID}	delete_priceLists-items-ratePlans-ratePlanCharges-basePriceMatrixes	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/basePriceMatrixes/{basePriceMatrixesUniqID}	get_priceLists-items-ratePlans-ratePlanCharges-basePriceMatrixes	child depth 4 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/basePriceMatrixes/{basePriceMatrixesUniqID}	update_priceLists-items-ratePlans-ratePlanCharges-basePriceMatrixes	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/basePriceMatrixes/{basePriceMatrixesUniqID}/child/dimensions	getall_priceLists-items-ratePlans-ratePlanCharges-basePriceMatrixes-dimensions	child depth 5 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/basePriceMatrixes/{basePriceMatrixesUniqID}/child/dimensions	create_priceLists-items-ratePlans-ratePlanCharges-basePriceMatrixes-dimensions	child depth 5 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/basePriceMatrixes/{basePriceMatrixesUniqID}/child/rules	getall_priceLists-items-ratePlans-ratePlanCharges-basePriceMatrixes-rules	child depth 5 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/basePriceMatrixes/{basePriceMatrixesUniqID}/child/rules	create_priceLists-items-ratePlans-ratePlanCharges-basePriceMatrixes-rules	child depth 5 > 2
scm	DELETE	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/chargesDFF/{PriceListChargeId}	delete_priceLists-items-ratePlans-ratePlanCharges-chargesDFF	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/chargesDFF/{PriceListChargeId}	get_priceLists-items-ratePlans-ratePlanCharges-chargesDFF	child depth 4 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/chargesDFF/{PriceListChargeId}	update_priceLists-items-ratePlans-ratePlanCharges-chargesDFF	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingMatrixes/{MatrixId3}/child/dimensions/{MatrixDimensionId}	get_priceLists-items-ratePlans-ratePlanCharges-pricingMatrixes-dimensions	child depth 5 > 2
scm	DELETE	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingMatrixes/{MatrixId3}/child/rules/{MatrixRuleId}	delete_priceLists-items-ratePlans-ratePlanCharges-pricingMatrixes-rules	child depth 5 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingMatrixes/{MatrixId3}/child/rules/{MatrixRuleId}	get_priceLists-items-ratePlans-ratePlanCharges-pricingMatrixes-rules	child depth 5 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingMatrixes/{MatrixId3}/child/rules/{MatrixRuleId}	update_priceLists-items-ratePlans-ratePlanCharges-pricingMatrixes-rules	child depth 5 > 2
scm	DELETE	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingMatrixes/{MatrixId}	delete_priceLists-items-ratePlans-ratePlanCharges-pricingMatrixes	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingMatrixes/{MatrixId}	get_priceLists-items-ratePlans-ratePlanCharges-pricingMatrixes	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingMatrixes/{MatrixId}/child/dimensions	getall_priceLists-items-ratePlans-ratePlanCharges-pricingMatrixes-dimensions	child depth 5 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingMatrixes/{MatrixId}/child/dimensions	create_priceLists-items-ratePlans-ratePlanCharges-pricingMatrixes-dimensions	child depth 5 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingMatrixes/{MatrixId}/child/rules	getall_priceLists-items-ratePlans-ratePlanCharges-pricingMatrixes-rules	child depth 5 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingMatrixes/{MatrixId}/child/rules	create_priceLists-items-ratePlans-ratePlanCharges-pricingMatrixes-rules	child depth 5 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingTiers/{TierHeaderId3}/child/headerDFF/{TieredPricingHeaderId}	get_priceLists-items-ratePlans-ratePlanCharges-pricingTiers-headerDFF	child depth 5 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingTiers/{TierHeaderId3}/child/headerDFF/{TieredPricingHeaderId}	update_priceLists-items-ratePlans-ratePlanCharges-pricingTiers-headerDFF	child depth 5 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingTiers/{TierHeaderId3}/child/lines/{TierLineId3}/child/linesDFF/{TieredPricingLineId}	get_priceLists-items-ratePlans-ratePlanCharges-pricingTiers-lines-linesDFF	child depth 6 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingTiers/{TierHeaderId3}/child/lines/{TierLineId3}/child/linesDFF/{TieredPricingLineId}	update_priceLists-items-ratePlans-ratePlanCharges-pricingTiers-lines-linesDFF	child depth 6 > 2
scm	DELETE	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingTiers/{TierHeaderId3}/child/lines/{TierLineId}	delete_priceLists-items-ratePlans-ratePlanCharges-pricingTiers-lines	child depth 5 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingTiers/{TierHeaderId3}/child/lines/{TierLineId}	get_priceLists-items-ratePlans-ratePlanCharges-pricingTiers-lines	child depth 5 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingTiers/{TierHeaderId3}/child/lines/{TierLineId}	update_priceLists-items-ratePlans-ratePlanCharges-pricingTiers-lines	child depth 5 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingTiers/{TierHeaderId3}/child/lines/{TierLineId}/child/linesDFF	getall_priceLists-items-ratePlans-ratePlanCharges-pricingTiers-lines-linesDFF	child depth 6 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingTiers/{TierHeaderId3}/child/lines/{TierLineId}/child/linesDFF	create_priceLists-items-ratePlans-ratePlanCharges-pricingTiers-lines-linesDFF	child depth 6 > 2
scm	DELETE	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingTiers/{TierHeaderId}	delete_priceLists-items-ratePlans-ratePlanCharges-pricingTiers	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingTiers/{TierHeaderId}	get_priceLists-items-ratePlans-ratePlanCharges-pricingTiers	child depth 4 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingTiers/{TierHeaderId}	update_priceLists-items-ratePlans-ratePlanCharges-pricingTiers	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingTiers/{TierHeaderId}/child/headerDFF	getall_priceLists-items-ratePlans-ratePlanCharges-pricingTiers-headerDFF	child depth 5 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingTiers/{TierHeaderId}/child/headerDFF	create_priceLists-items-ratePlans-ratePlanCharges-pricingTiers-headerDFF	child depth 5 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingTiers/{TierHeaderId}/child/lines	getall_priceLists-items-ratePlans-ratePlanCharges-pricingTiers-lines	child depth 5 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId2}/child/pricingTiers/{TierHeaderId}/child/lines	create_priceLists-items-ratePlans-ratePlanCharges-pricingTiers-lines	child depth 5 > 2
scm	DELETE	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId}	delete_priceLists-items-ratePlans-ratePlanCharges	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId}	get_priceLists-items-ratePlans-ratePlanCharges	child depth 3 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId}	update_priceLists-items-ratePlans-ratePlanCharges	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId}/child/basePriceMatrixes	getall_priceLists-items-ratePlans-ratePlanCharges-basePriceMatrixes	child depth 4 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId}/child/basePriceMatrixes	create_priceLists-items-ratePlans-ratePlanCharges-basePriceMatrixes	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId}/child/chargesDFF	getall_priceLists-items-ratePlans-ratePlanCharges-chargesDFF	child depth 4 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId}/child/chargesDFF	create_priceLists-items-ratePlans-ratePlanCharges-chargesDFF	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId}/child/pricingMatrixes	getall_priceLists-items-ratePlans-ratePlanCharges-pricingMatrixes	child depth 4 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId}/child/pricingMatrixes	create_priceLists-items-ratePlans-ratePlanCharges-pricingMatrixes	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId}/child/pricingTiers	getall_priceLists-items-ratePlans-ratePlanCharges-pricingTiers	child depth 4 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId2}/child/ratePlanCharges/{RatePlanChargeId}/child/pricingTiers	create_priceLists-items-ratePlans-ratePlanCharges-pricingTiers	child depth 4 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId}/child/ratePlanCharges	getall_priceLists-items-ratePlans-ratePlanCharges	child depth 3 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/priceLists/{PriceListId}/child/items/{PriceListItemId}/child/ratePlans/{RatePlanId}/child/ratePlanCharges	create_priceLists-items-ratePlans-ratePlanCharges	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/salesOrdersForOrderHub/{OrderKey}/child/lines/{linesUniqID}/child/charges/{OrderChargeId}/child/chargeComponents	getall_salesOrdersForOrderHub-lines-charges-chargeComponents	child depth 3 > 2
scm	POST	/fscmRestApi/resources/11.13.18.05/salesOrdersForOrderHub/{OrderKey}/child/lines/{linesUniqID}/child/charges/{OrderChargeId}/child/chargeComponents	create_salesOrdersForOrderHub-lines-charges-chargeComponents	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/salesOrdersForOrderHub/{OrderKey}/child/lines/{linesUniqID}/child/charges/{OrderChargeId}/child/chargeComponents/{OrderChargeComponentId}	get_salesOrdersForOrderHub-lines-charges-chargeComponents	child depth 3 > 2
scm	PATCH	/fscmRestApi/resources/11.13.18.05/salesOrdersForOrderHub/{OrderKey}/child/lines/{linesUniqID}/child/charges/{OrderChargeId}/child/chargeComponents/{OrderChargeComponentId}	update_salesOrdersForOrderHub-lines-charges-chargeComponents	child depth 3 > 2
scm	GET	/fscmRestApi/resources/11.13.18.05/salesOrdersForOrderHub/{OrderKey}/child/lines/{linesUniqID}/child/charges/{OrderChargeId}/child/chargeComponents/{OrderChargeComponentId}/child/totalComponents	getall_salesOrdersForOrderHub-lines-charges-chargeComponents-totalComponents	child depth 4 > 2
